"","CpG_chr","CpG_start","CpG_stop","ICR_chr","ICR_start","ICR_stop","CpG_Probe","ICR_id"
"303","chr5",172670058,172670059,"chr5",172669972,172670257,"cg08892996_BC11","ICR_354"
"304","chr5",172670060,172670061,"chr5",172669972,172670257,"cg24667575_TC11","ICR_354"
"305","chr5",172670060,172670061,"chr5",172669972,172670257,"cg24667575_TC12","ICR_354"
"306","chr5",172670072,172670073,"chr5",172669972,172670257,"cg08892999_BC21","ICR_354"
"307","chr5",172670111,172670112,"chr5",172669972,172670257,"cg08893002_BO11","ICR_354"
"308","chr5",172670111,172670112,"chr5",172669972,172670257,"cg08893002_BO12","ICR_354"
"309","chr5",172670125,172670126,"chr5",172669972,172670257,"cg08893004_TO11","ICR_354"
"310","chr5",174307034,174307035,"chr5",174307034,174307309,"cg08914179_BC21","ICR_355"
"311","chr5",174307034,174307035,"chr5",174307034,174307309,"cg08914179_BC22","ICR_355"
"312","chr5",174307100,174307101,"chr5",174307034,174307309,"cg08914180_TC21","ICR_355"
"313","chr5",174307147,174307148,"chr5",174307034,174307309,"cg08914181_TO11","ICR_355"
"314","chr5",174307177,174307178,"chr5",174307034,174307309,"cg08914182_BC21","ICR_355"
"315","chr5",174307308,174307309,"chr5",174307034,174307309,"cg08914184_TC21","ICR_355"
"316","chr5",174728524,174728525,"chr5",174728524,174729356,"cg08919364_TC21","ICR_356"
"317","chr5",174728524,174728525,"chr5",174728524,174729356,"cg08919364_TC22","ICR_356"
"318","chr5",174728576,174728577,"chr5",174728524,174729356,"cg08919365_TO21","ICR_356"
"319","chr5",174728719,174728720,"chr5",174728524,174729356,"cg08919367_TO21","ICR_356"
"320","chr5",174728853,174728854,"chr5",174728524,174729356,"cg08919368_BC21","ICR_356"
"321","chr5",174729055,174729056,"chr5",174728524,174729356,"cg08919369_BC11","ICR_356"
"322","chr5",174729081,174729082,"chr5",174728524,174729356,"cg08919370_TC21","ICR_356"
"323","chr5",174729205,174729206,"chr5",174728524,174729356,"cg08919373_TC21","ICR_356"
"324","chr5",174729212,174729213,"chr5",174728524,174729356,"cg08919374_TC21","ICR_356"
"325","chr5",174729214,174729215,"chr5",174728524,174729356,"cg08919375_TC11","ICR_356"
"326","chr5",174729218,174729219,"chr5",174728524,174729356,"cg08919376_BC11","ICR_356"
"327","chr5",174729243,174729244,"chr5",174728524,174729356,"cg08919377_BC21","ICR_356"
"328","chr5",174729253,174729254,"chr5",174728524,174729356,"cg08919378_TC21","ICR_356"
"329","chr5",174729262,174729263,"chr5",174728524,174729356,"cg08919379_TC21","ICR_356"
"330","chr5",176533743,176533744,"chr5",176533711,176534104,"cg08941338_TC21","ICR_357"
"331","chr5",176533771,176533772,"chr5",176533711,176534104,"cg08941339_TC21","ICR_357"
"332","chr5",176533791,176533792,"chr5",176533711,176534104,"cg08941341_BC21","ICR_357"
"333","chr5",176533848,176533849,"chr5",176533711,176534104,"cg08941342_TC21","ICR_357"
"334","chr5",176533893,176533894,"chr5",176533711,176534104,"cg08941343_BC21","ICR_357"
"335","chr5",176534027,176534028,"chr5",176533711,176534104,"cg08941344_BC21","ICR_357"
"336","chr5",176534091,176534092,"chr5",176533711,176534104,"cg08941345_BC21","ICR_357"
"337","chr5",176534103,176534104,"chr5",176533711,176534104,"cg26405376_TC11","ICR_357"
"338","chr5",176785237,176785238,"chr5",176785237,176785536,"cg08946617_TC11","ICR_358"
"339","chr5",176785244,176785245,"chr5",176785237,176785536,"cg08946619_BC21","ICR_358"
"340","chr5",176785255,176785256,"chr5",176785237,176785536,"cg08946620_TC21","ICR_358"
"341","chr5",176785347,176785348,"chr5",176785237,176785536,"cg08946621_TC21","ICR_358"
"342","chr5",176785437,176785438,"chr5",176785237,176785536,"cg08946624_BC21","ICR_358"
"343","chr5",176785535,176785536,"chr5",176785237,176785536,"cg08946625_TC21","ICR_358"
"344","chr5",176847093,176847094,"chr5",176847081,176847171,"cg08947993_TC11","ICR_359"
"345","chr5",176847149,176847150,"chr5",176847081,176847171,"cg08947998_TC11","ICR_359"
"346","chr5",176847152,176847153,"chr5",176847081,176847171,"cg08947999_BC11","ICR_359"
"347","chr5",176847170,176847171,"chr5",176847081,176847171,"cg08948000_TO11","ICR_359"
"348","chr5",179167524,179167525,"chr5",179167524,179167654,"cg21183664_TC21","ICR_360"
"349","chr5",179167537,179167538,"chr5",179167524,179167654,"cg08987260_TC11","ICR_360"
"350","chr5",179167570,179167571,"chr5",179167524,179167654,"cg08987262_BC11","ICR_360"
"351","chr5",179167579,179167580,"chr5",179167524,179167654,"cg08987263_TC11","ICR_360"
"352","chr5",179167649,179167650,"chr5",179167524,179167654,"cg08987269_TC11","ICR_360"
"353","chr5",179167653,179167654,"chr5",179167524,179167654,"cg08987270_TC21","ICR_360"
"354","chr5",180313898,180313899,"chr5",180313865,180314305,"cg09010849_TC11","ICR_361"
"355","chr5",180313904,180313905,"chr5",180313865,180314305,"cg09010850_TC11","ICR_361"
"356","chr5",180313904,180313905,"chr5",180313865,180314305,"cg09010850_TC12","ICR_361"
"357","chr5",180313913,180313914,"chr5",180313865,180314305,"cg13944838_TC11","ICR_361"
"358","chr5",180313913,180313914,"chr5",180313865,180314305,"cg13944838_TC12","ICR_361"
"359","chr5",180313916,180313917,"chr5",180313865,180314305,"cg09010851_BC11","ICR_361"
"360","chr5",180313918,180313919,"chr5",180313865,180314305,"cg09010853_BC11","ICR_361"
"361","chr5",180313933,180313934,"chr5",180313865,180314305,"cg09010854_TC11","ICR_361"
"362","chr5",180313933,180313934,"chr5",180313865,180314305,"cg09010854_TC12","ICR_361"
"363","chr5",180313953,180313954,"chr5",180313865,180314305,"cg09010856_TC11","ICR_361"
"364","chr5",180313955,180313956,"chr5",180313865,180314305,"cg09010857_TC11","ICR_361"
"365","chr5",180313968,180313969,"chr5",180313865,180314305,"cg09010859_BC11","ICR_361"
"366","chr5",180313968,180313969,"chr5",180313865,180314305,"cg09010859_BC12","ICR_361"
"367","chr5",180314040,180314041,"chr5",180313865,180314305,"cg09010865_TO11","ICR_361"
"368","chr5",180314061,180314062,"chr5",180313865,180314305,"cg09010867_BC11","ICR_361"
"369","chr5",180314065,180314066,"chr5",180313865,180314305,"cg09010868_TC11","ICR_361"
"370","chr5",180314079,180314080,"chr5",180313865,180314305,"cg09010870_BC21","ICR_361"
"371","chr5",180314099,180314100,"chr5",180313865,180314305,"cg09010871_BC21","ICR_361"
"372","chr5",180314103,180314104,"chr5",180313865,180314305,"cg23248424_BC21","ICR_361"
"373","chr5",180314181,180314182,"chr5",180313865,180314305,"cg09010872_TC21","ICR_361"
"374","chr5",180314192,180314193,"chr5",180313865,180314305,"cg09010873_BC21","ICR_361"
"375","chr5",180314204,180314205,"chr5",180313865,180314305,"cg09010874_TC21","ICR_361"
"376","chr5",180314252,180314253,"chr5",180313865,180314305,"cg09010875_BC21","ICR_361"
"377","chr5",180314304,180314305,"chr5",180313865,180314305,"cg09010876_TC21","ICR_361"
"378","chr5",181070540,181070541,"chr5",181070515,181070836,"cg09023699_BC21","ICR_362"
"379","chr5",181070570,181070571,"chr5",181070515,181070836,"cg09023700_BC21","ICR_362"
"380","chr5",181070653,181070654,"chr5",181070515,181070836,"cg09023702_BC11","ICR_362"
"381","chr5",181070688,181070689,"chr5",181070515,181070836,"cg09023703_BC21","ICR_362"
"382","chr5",181070697,181070698,"chr5",181070515,181070836,"cg09023704_BC11","ICR_362"
"383","chr5",181070745,181070746,"chr5",181070515,181070836,"cg09023707_TC21","ICR_362"
"384","chr5",181070802,181070803,"chr5",181070515,181070836,"cg09023708_TC21","ICR_362"
"385","chr5",181070816,181070817,"chr5",181070515,181070836,"cg09023709_TC21","ICR_362"
"386","chr5",181070835,181070836,"chr5",181070515,181070836,"cg09023710_TC21","ICR_362"
"387","chr5",181195565,181195566,"chr5",181195547,181195743,"cg09026308_TC11","ICR_364"
"388","chr5",181195565,181195566,"chr5",181195547,181195743,"cg09026308_TC12","ICR_364"
"389","chr5",181195595,181195596,"chr5",181195547,181195743,"cg09026309_BC21","ICR_364"
"390","chr5",181195642,181195643,"chr5",181195547,181195743,"cg19566586_TC11","ICR_364"
"391","chr5",181195651,181195652,"chr5",181195547,181195743,"cg09026315_TC21","ICR_364"
"392","chr5",181195656,181195657,"chr5",181195547,181195743,"cg09026316_BC21","ICR_364"
"393","chr5",181195708,181195709,"chr5",181195547,181195743,"cg09026317_BC11","ICR_364"
"394","chr5",181195708,181195709,"chr5",181195547,181195743,"cg09026317_BC12","ICR_364"
"395","chr5",181195742,181195743,"chr5",181195547,181195743,"cg09026318_TC21","ICR_364"
"396","chr6",2902060,2902061,"chr6",2902060,2902302,"cg09065364_TC21","ICR_365"
"397","chr6",2902200,2902201,"chr6",2902060,2902302,"cg09065365_BC11","ICR_365"
"398","chr6",2902231,2902232,"chr6",2902060,2902302,"cg09065367_BC21","ICR_365"
"399","chr6",3848847,3848848,"chr6",3848793,3850307,"cg09080750_BC11","ICR_366"
"400","chr6",3848860,3848861,"chr6",3848793,3850307,"cg18872973_TC21","ICR_366"
"401","chr6",3848942,3848943,"chr6",3848793,3850307,"cg09080752_TO11","ICR_366"
"402","chr6",3848942,3848943,"chr6",3848793,3850307,"cg09080752_TO12","ICR_366"
"403","chr6",3848947,3848948,"chr6",3848793,3850307,"cg09080753_TO11","ICR_366"
"404","chr6",3848955,3848956,"chr6",3848793,3850307,"cg17739279_TC11","ICR_366"
"405","chr6",3848972,3848973,"chr6",3848793,3850307,"cg09080754_TC11","ICR_366"
"406","chr6",3849042,3849043,"chr6",3848793,3850307,"cg09821214_BC21","ICR_366"
"407","chr6",3849092,3849093,"chr6",3848793,3850307,"cg25195497_TC21","ICR_366"
"408","chr6",3849096,3849097,"chr6",3848793,3850307,"cg21740964_TC21","ICR_366"
"409","chr6",3849115,3849116,"chr6",3848793,3850307,"cg13289019_BC11","ICR_366"
"410","chr6",3849146,3849147,"chr6",3848793,3850307,"cg12840312_TC11","ICR_366"
"411","chr6",3849176,3849177,"chr6",3848793,3850307,"cg21177626_BC11","ICR_366"
"412","chr6",3849197,3849198,"chr6",3848793,3850307,"cg09080757_BC11","ICR_366"
"413","chr6",3849207,3849208,"chr6",3848793,3850307,"cg19362611_TC21","ICR_366"
"414","chr6",3849223,3849224,"chr6",3848793,3850307,"cg18197332_BC11","ICR_366"
"415","chr6",3849301,3849302,"chr6",3848793,3850307,"cg23835083_BC21","ICR_366"
"416","chr6",3849301,3849302,"chr6",3848793,3850307,"cg23835083_BC22","ICR_366"
"417","chr6",3849307,3849308,"chr6",3848793,3850307,"cg18487516_BC11","ICR_366"
"418","chr6",3849342,3849343,"chr6",3848793,3850307,"cg12497786_TC11","ICR_366"
"419","chr6",3849408,3849409,"chr6",3848793,3850307,"cg09080768_TO11","ICR_366"
"420","chr6",3849437,3849438,"chr6",3848793,3850307,"cg09080770_TC11","ICR_366"
"421","chr6",3849455,3849456,"chr6",3848793,3850307,"cg21153160_BC11","ICR_366"
"422","chr6",3849455,3849456,"chr6",3848793,3850307,"cg21153160_BC12","ICR_366"
"423","chr6",3849467,3849468,"chr6",3848793,3850307,"cg25073793_TC21","ICR_366"
"424","chr6",3849545,3849546,"chr6",3848793,3850307,"cg09080774_TC11","ICR_366"
"425","chr6",3849566,3849567,"chr6",3848793,3850307,"cg27445347_TC21","ICR_366"
"426","chr6",3849571,3849572,"chr6",3848793,3850307,"cg09080775_BC21","ICR_366"
"427","chr6",3849571,3849572,"chr6",3848793,3850307,"cg09080775_BC22","ICR_366"
"428","chr6",3849583,3849584,"chr6",3848793,3850307,"cg13101072_BC21","ICR_366"
"429","chr6",3849583,3849584,"chr6",3848793,3850307,"cg13101072_BC22","ICR_366"
"430","chr6",3849667,3849668,"chr6",3848793,3850307,"cg09080777_BC21","ICR_366"
"431","chr6",3849736,3849737,"chr6",3848793,3850307,"cg09080781_TC11","ICR_366"
"432","chr6",3849739,3849740,"chr6",3848793,3850307,"cg09080782_BC11","ICR_366"
"433","chr6",3849744,3849745,"chr6",3848793,3850307,"cg09080783_BC11","ICR_366"
"434","chr6",3849835,3849836,"chr6",3848793,3850307,"cg09080791_TC11","ICR_366"
"435","chr6",3849915,3849916,"chr6",3848793,3850307,"cg09080797_TC11","ICR_366"
"436","chr6",3849918,3849919,"chr6",3848793,3850307,"cg09080798_BC11","ICR_366"
"437","chr6",3849984,3849985,"chr6",3848793,3850307,"cg09080806_BC11","ICR_366"
"438","chr6",3850023,3850024,"chr6",3848793,3850307,"cg09080808_TC11","ICR_366"
"439","chr6",3850036,3850037,"chr6",3848793,3850307,"cg09080809_BC21","ICR_366"
"440","chr6",3850036,3850037,"chr6",3848793,3850307,"cg09080809_BC22","ICR_366"
"441","chr6",3850060,3850061,"chr6",3848793,3850307,"cg09080810_TC21","ICR_366"
"442","chr6",3850062,3850063,"chr6",3848793,3850307,"cg09080811_BC11","ICR_366"
"443","chr6",3850066,3850067,"chr6",3848793,3850307,"cg09080812_TC11","ICR_366"
"444","chr6",3850123,3850124,"chr6",3848793,3850307,"cg09080816_TC11","ICR_366"
"445","chr6",3850138,3850139,"chr6",3848793,3850307,"cg09080817_TC11","ICR_366"
"446","chr6",3850141,3850142,"chr6",3848793,3850307,"cg09080818_TC11","ICR_366"
"447","chr6",3850143,3850144,"chr6",3848793,3850307,"cg09080819_TC11","ICR_366"
"448","chr6",3850147,3850148,"chr6",3848793,3850307,"cg09080820_TC11","ICR_366"
"449","chr6",3850147,3850148,"chr6",3848793,3850307,"cg09080820_TC12","ICR_366"
"450","chr6",3850153,3850154,"chr6",3848793,3850307,"cg09080821_TC21","ICR_366"
"451","chr6",3850203,3850204,"chr6",3848793,3850307,"cg09080824_BC11","ICR_366"
"452","chr6",3850208,3850209,"chr6",3848793,3850307,"cg09080826_TO11","ICR_366"
"453","chr6",3850227,3850228,"chr6",3848793,3850307,"cg09080830_TC21","ICR_366"
"454","chr6",3850278,3850279,"chr6",3848793,3850307,"cg09080834_BO11","ICR_366"
"455","chr6",10099406,10099407,"chr6",10099406,10099822,"cg09144723_BC21","ICR_367"
"456","chr6",10099413,10099414,"chr6",10099406,10099822,"cg09144724_BC21","ICR_367"
"457","chr6",10099422,10099423,"chr6",10099406,10099822,"cg09285851_TC11","ICR_367"
"458","chr6",10099470,10099471,"chr6",10099406,10099822,"cg09144726_TC11","ICR_367"
"459","chr6",10099470,10099471,"chr6",10099406,10099822,"cg09144726_TC12","ICR_367"
"460","chr6",10099500,10099501,"chr6",10099406,10099822,"cg09144727_TC21","ICR_367"
"461","chr6",10099502,10099503,"chr6",10099406,10099822,"cg09144728_BC11","ICR_367"
"462","chr6",10099522,10099523,"chr6",10099406,10099822,"cg09144729_BC21","ICR_367"
"463","chr6",10099522,10099523,"chr6",10099406,10099822,"cg09144729_BC22","ICR_367"
"464","chr6",10099734,10099735,"chr6",10099406,10099822,"cg09144730_BC21","ICR_367"
"465","chr6",10099821,10099822,"chr6",10099406,10099822,"cg09144731_BC21","ICR_367"
"466","chr6",10719989,10719990,"chr6",10719973,10720222,"cg09152912_BC21","ICR_368"
"467","chr6",10720003,10720004,"chr6",10719973,10720222,"cg09152913_BO11","ICR_368"
"468","chr6",10720048,10720049,"chr6",10719973,10720222,"cg09152914_TC21","ICR_368"
"469","chr6",10720108,10720109,"chr6",10719973,10720222,"cg09152916_TO11","ICR_368"
"470","chr6",10720117,10720118,"chr6",10719973,10720222,"cg09152917_BC11","ICR_368"
"471","chr6",10720123,10720124,"chr6",10719973,10720222,"cg09152918_TC11","ICR_368"
"472","chr6",10720136,10720137,"chr6",10719973,10720222,"cg09152919_BC11","ICR_368"
"473","chr6",10720221,10720222,"chr6",10719973,10720222,"cg23853861_BC11","ICR_368"
"474","chr6",13743300,13743301,"chr6",13743285,13743421,"cg09183513_TC11","ICR_369"
"475","chr6",17580223,17580224,"chr6",17580223,17580357,"cg09226794_BC11","ICR_370"
"476","chr6",18019753,18019754,"chr6",18019753,18019871,"cg09232456_BC11","ICR_371"
"477","chr6",18019765,18019766,"chr6",18019753,18019871,"cg09232457_TC11","ICR_371"
"478","chr6",18019768,18019769,"chr6",18019753,18019871,"cg09232458_TC11","ICR_371"
"479","chr6",18019771,18019772,"chr6",18019753,18019871,"cg09232459_BC11","ICR_371"
"480","chr6",27050174,27050175,"chr6",27050174,27050547,"cg09313282_BC21","ICR_372"
"481","chr6",27050182,27050183,"chr6",27050174,27050547,"cg09313283_TC21","ICR_372"
"482","chr6",27050240,27050241,"chr6",27050174,27050547,"cg09313284_BO11","ICR_372"
"483","chr6",27050261,27050262,"chr6",27050174,27050547,"cg11823142_TC11","ICR_372"
"484","chr6",27050280,27050281,"chr6",27050174,27050547,"cg09313286_TC11","ICR_372"
"485","chr6",27050332,27050333,"chr6",27050174,27050547,"cg23634477_TC11","ICR_372"
"486","chr6",27050479,27050480,"chr6",27050174,27050547,"cg09313293_BC21","ICR_372"
"487","chr6",27050506,27050507,"chr6",27050174,27050547,"cg16537150_BC21","ICR_372"
"488","chr6",27050546,27050547,"chr6",27050174,27050547,"cg09313294_TC21","ICR_372"
"489","chr6",27556792,27556793,"chr6",27556792,27556990,"cg09320433_TC21","ICR_373"
"490","chr6",27556792,27556793,"chr6",27556792,27556990,"cg09320433_TC22","ICR_373"
"491","chr6",27556853,27556854,"chr6",27556792,27556990,"cg09320434_TC11","ICR_373"
"492","chr6",27556893,27556894,"chr6",27556792,27556990,"cg09320436_BC11","ICR_373"
"493","chr6",27556895,27556896,"chr6",27556792,27556990,"cg09320438_BC11","ICR_373"
"494","chr6",27556901,27556902,"chr6",27556792,27556990,"cg09320439_TC11","ICR_373"
"495","chr6",27556977,27556978,"chr6",27556792,27556990,"cg09320442_BC11","ICR_373"
"496","chr6",27556979,27556980,"chr6",27556792,27556990,"cg09320443_TC11","ICR_373"
"497","chr6",27653182,27653183,"chr6",27653091,27653518,"cg09322070_BC21","ICR_374"
"498","chr6",27653190,27653191,"chr6",27653091,27653518,"cg09322071_BC21","ICR_374"
"499","chr6",27653246,27653247,"chr6",27653091,27653518,"cg09322074_TC21","ICR_374"
"500","chr6",27827610,27827611,"chr6",27827549,27827724,"cg09325290_BO11","ICR_376"
"501","chr6",28215872,28215873,"chr6",28215872,28216059,"cg09329071_TC21","ICR_377"
"502","chr6",28215897,28215898,"chr6",28215872,28216059,"cg09329072_BO11","ICR_377"
"503","chr6",28215902,28215903,"chr6",28215872,28216059,"cg09329073_TC11","ICR_377"
"504","chr6",28215919,28215920,"chr6",28215872,28216059,"cg09329074_BC21","ICR_377"
"505","chr6",28215938,28215939,"chr6",28215872,28216059,"cg09329075_TC21","ICR_377"
"506","chr6",28216044,28216045,"chr6",28215872,28216059,"cg09329076_TC21","ICR_377"
"507","chr6",28216048,28216049,"chr6",28215872,28216059,"cg09329077_BC21","ICR_377"
"508","chr6",28216052,28216053,"chr6",28215872,28216059,"cg09329078_BC21","ICR_377"
"509","chr6",28633522,28633523,"chr6",28633522,28634104,"cg09332997_TC11","ICR_378"
"510","chr6",28633546,28633547,"chr6",28633522,28634104,"cg22572476_TC21","ICR_378"
"511","chr6",28633551,28633552,"chr6",28633522,28634104,"cg19488431_BC11","ICR_378"
"512","chr6",28633579,28633580,"chr6",28633522,28634104,"cg09332998_BC11","ICR_378"
"513","chr6",28633587,28633588,"chr6",28633522,28634104,"cg27535677_BC11","ICR_378"
"514","chr6",28633597,28633598,"chr6",28633522,28634104,"cg22497095_TC11","ICR_378"
"515","chr6",28633599,28633600,"chr6",28633522,28634104,"cg26865747_BC11","ICR_378"
"516","chr6",28633599,28633600,"chr6",28633522,28634104,"cg26865747_BC12","ICR_378"
"517","chr6",28633641,28633642,"chr6",28633522,28634104,"cg13565129_BC11","ICR_378"
"518","chr6",28633665,28633666,"chr6",28633522,28634104,"cg14654363_BC11","ICR_378"
"519","chr6",28633741,28633742,"chr6",28633522,28634104,"cg12763978_BC21","ICR_378"
"520","chr6",28633771,28633772,"chr6",28633522,28634104,"cg09333001_BC21","ICR_378"
"521","chr6",28633966,28633967,"chr6",28633522,28634104,"cg09333002_BO21","ICR_378"
"522","chr6",28633998,28633999,"chr6",28633522,28634104,"cg09333003_BC21","ICR_378"
"523","chr6",28634023,28634024,"chr6",28633522,28634104,"cg09333004_TC21","ICR_378"
"524","chr6",28634087,28634088,"chr6",28633522,28634104,"cg09333005_BC11","ICR_378"
"525","chr6",28634097,28634098,"chr6",28633522,28634104,"cg09333006_TC11","ICR_378"
"526","chr6",28634103,28634104,"chr6",28633522,28634104,"cg09333007_TC21","ICR_378"
"527","chr6",28695688,28695689,"chr6",28695688,28695979,"cg09333967_BO11","ICR_379"
"528","chr6",28695688,28695689,"chr6",28695688,28695979,"cg09333967_BO12","ICR_379"
"529","chr6",28695756,28695757,"chr6",28695688,28695979,"cg09333971_BC11","ICR_379"
